98049 silly lifecycle utf8@2.1.0~preinstall: no script for preinstall, continuing
103377 silly linkStuff levn@0.2.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103378 verbose linkBins levn@0.2.5
103379 verbose linkMans levn@0.2.5
103380 silly build typedarray@0.0.6
103381 info linkStuff typedarray@0.0.6
103382 silly linkStuff typedarray@0.0.6 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103383 verbose linkBins typedarray@0.0.6
103384 verbose linkMans typedarray@0.0.6
103385 silly build concat-stream@1.4.10
103386 info linkStuff concat-stream@1.4.10
103387 silly linkStuff concat-stream@1.4.10 has /home/baxter/Study/Yeoman/web-app/node_modules/html-minifier/node_modules as its parent node_modules
103388 verbose linkBins concat-stream@1.4.10
103389 verbose linkMans concat-stream@1.4.10
103390 silly build ua-parser-js@0.7.10
103391 info linkStuff ua-parser-js@0.7.10
103392 silly linkStuff ua-parser-js@0.7.10 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103393 verbose linkBins ua-parser-js@0.7.10
103394 verbose linkMans ua-parser-js@0.7.10
103395 silly build ucfirst@1.0.0
103396 info linkStuff ucfirst@1.0.0
103397 silly linkStuff ucfirst@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103398 verbose linkBins ucfirst@1.0.0
103399 verbose linkMans ucfirst@1.0.0
103400 silly build async@0.2.10
103401 info linkStuff async@0.2.10
103402 silly linkStuff async@0.2.10 has /home/baxter/Study/Yeoman/web-app/node_modules/uglify-js/node_modules as its parent node_modules
103403 verbose linkBins async@0.2.10
103404 verbose linkMans async@0.2.10
103405 silly build source-map@0.1.34
103406 info linkStuff source-map@0.1.34
103407 silly linkStuff source-map@0.1.34 has /home/baxter/Study/Yeoman/web-app/node_modules/uglify-js/node_modules as its parent node_modules
103408 verbose linkBins source-map@0.1.34
103409 verbose linkMans source-map@0.1.34
103410 silly build window-size@0.1.0
103411 info linkStuff window-size@0.1.0
103412 silly linkStuff window-size@0.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules/uglify-js/node_modules as its parent node_modules
103413 verbose linkBins window-size@0.1.0
103414 verbose linkMans window-size@0.1.0
103415 silly build uglify-to-browserify@1.0.2
103416 info linkStuff uglify-to-browserify@1.0.2
103417 silly linkStuff uglify-to-browserify@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103418 verbose linkBins uglify-to-browserify@1.0.2
103419 verbose linkMans uglify-to-browserify@1.0.2
103420 silly build uglify-js@2.4.17
103421 info linkStuff uglify-js@2.4.17
103422 silly linkStuff uglify-js@2.4.17 has /home/baxter/Study/Yeoman/web-app/node_modules/grunt-contrib-uglify/node_modules as its parent node_modules
103423 verbose linkBins uglify-js@2.4.17
103424 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
103424 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/grunt-contrib-uglify/node_modules/.bin',
103424 verbose link bins   false ]
103425 verbose linkMans uglify-js@2.4.17
103426 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/grunt-contrib-uglify/node_modules/.bin/uglifyjs is being purged
103427 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/grunt-contrib-uglify/node_modules/.bin/uglifyjs
103428 silly build uid-number@0.0.5
103429 info linkStuff uid-number@0.0.5
103430 silly linkStuff uid-number@0.0.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103431 verbose linkBins uid-number@0.0.5
103432 verbose linkMans uid-number@0.0.5
103433 silly build ultron@1.0.2
103434 info linkStuff ultron@1.0.2
103435 silly linkStuff ultron@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103436 verbose linkBins ultron@1.0.2
103437 verbose linkMans ultron@1.0.2
103438 silly build underscore@1.7.0
103439 info linkStuff underscore@1.7.0
103440 silly linkStuff underscore@1.7.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103441 verbose linkBins underscore@1.7.0
103442 verbose linkMans underscore@1.7.0
103443 silly build argparse@0.1.16
103444 info linkStuff argparse@0.1.16
103445 silly linkStuff argparse@0.1.16 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103446 verbose linkBins argparse@0.1.16
103447 verbose linkMans argparse@0.1.16
103448 silly build js-yaml@2.0.5
103449 info linkStuff js-yaml@2.0.5
103450 silly linkStuff js-yaml@2.0.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103451 verbose linkBins js-yaml@2.0.5
103452 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
103452 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103452 verbose link bins   false ]
103453 verbose linkMans js-yaml@2.0.5
103454 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/js-yaml is being purged
103455 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/js-yaml
103456 silly build underscore.string@2.2.1
103457 info linkStuff underscore.string@2.2.1
103458 silly linkStuff underscore.string@2.2.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103459 verbose linkBins underscore.string@2.2.1
103460 verbose linkMans underscore.string@2.2.1
103461 silly build unpipe@1.0.0
103462 info linkStuff unpipe@1.0.0
103463 silly linkStuff unpipe@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103464 verbose linkBins unpipe@1.0.0
103465 verbose linkMans unpipe@1.0.0
103466 silly build finalhandler@0.4.0
103467 info linkStuff finalhandler@0.4.0
103468 silly linkStuff finalhandler@0.4.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103469 verbose linkBins finalhandler@0.4.0
103470 verbose linkMans finalhandler@0.4.0
103471 silly build unzip-response@1.0.0
103472 info linkStuff unzip-response@1.0.0
103473 silly linkStuff unzip-response@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103474 verbose linkBins unzip-response@1.0.0
103475 verbose linkMans unzip-response@1.0.0
103476 silly build upper-case@1.1.3
103477 info linkStuff upper-case@1.1.3
103478 silly linkStuff upper-case@1.1.3 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103479 verbose linkBins upper-case@1.1.3
103480 verbose linkMans upper-case@1.1.3
103481 silly build title-case@1.1.2
103482 info linkStuff title-case@1.1.2
103483 silly linkStuff title-case@1.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103484 verbose linkBins title-case@1.1.2
103485 verbose linkMans title-case@1.1.2
103486 silly build swap-case@1.1.2
103487 info linkStuff swap-case@1.1.2
103488 silly linkStuff swap-case@1.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103489 verbose linkBins swap-case@1.1.2
103490 verbose linkMans swap-case@1.1.2
103491 silly build is-upper-case@1.1.2
103492 info linkStuff is-upper-case@1.1.2
103493 silly linkStuff is-upper-case@1.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103494 verbose linkBins is-upper-case@1.1.2
103495 verbose linkMans is-upper-case@1.1.2
103496 silly build constant-case@1.1.2
103497 info linkStuff constant-case@1.1.2
103498 silly linkStuff constant-case@1.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103499 verbose linkBins constant-case@1.1.2
103500 verbose linkMans constant-case@1.1.2
103501 silly build camel-case@1.2.2
103502 info linkStuff camel-case@1.2.2
103503 silly linkStuff camel-case@1.2.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103504 verbose linkBins camel-case@1.2.2
103505 verbose linkMans camel-case@1.2.2
103506 silly build upper-case-first@1.1.2
103507 info linkStuff upper-case-first@1.1.2
103508 silly linkStuff upper-case-first@1.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103509 verbose linkBins upper-case-first@1.1.2
103510 verbose linkMans upper-case-first@1.1.2
103511 silly build pascal-case@1.1.2
103512 info linkStuff pascal-case@1.1.2
103513 silly linkStuff pascal-case@1.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103514 verbose linkBins pascal-case@1.1.2
103515 verbose linkMans pascal-case@1.1.2
103516 silly build change-case@2.3.1
103517 info linkStuff change-case@2.3.1
103518 silly linkStuff change-case@2.3.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103519 verbose linkBins change-case@2.3.1
103520 verbose linkMans change-case@2.3.1
103521 silly build uri-path@0.0.2
103522 info linkStuff uri-path@0.0.2
103523 silly linkStuff uri-path@0.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103524 verbose linkBins uri-path@0.0.2
103525 verbose linkMans uri-path@0.0.2
103526 silly build url-parse-lax@1.0.0
103527 info linkStuff url-parse-lax@1.0.0
103528 silly linkStuff url-parse-lax@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103529 verbose linkBins url-parse-lax@1.0.0
103530 verbose linkMans url-parse-lax@1.0.0
103531 silly build url-regex@3.1.0
103532 info linkStuff url-regex@3.1.0
103533 silly linkStuff url-regex@3.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103534 verbose linkBins url-regex@3.1.0
103535 verbose linkMans url-regex@3.1.0
103536 silly build user-home@1.1.1
103537 info linkStuff user-home@1.1.1
103538 silly linkStuff user-home@1.1.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103539 verbose linkBins user-home@1.1.1
103540 verbose link bins [ { 'user-home': 'cli.js' },
103540 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103540 verbose link bins   false ]
103541 verbose linkMans user-home@1.1.1
103542 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/user-home is being purged
103543 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/user-home
103544 silly build home-or-tmp@1.0.0
103545 info linkStuff home-or-tmp@1.0.0
103546 silly linkStuff home-or-tmp@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103547 verbose linkBins home-or-tmp@1.0.0
103548 verbose linkMans home-or-tmp@1.0.0
103549 silly build utf-8-validate@1.2.1
103550 info linkStuff utf-8-validate@1.2.1
103551 silly linkStuff utf-8-validate@1.2.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103552 verbose linkBins utf-8-validate@1.2.1
103553 verbose linkMans utf-8-validate@1.2.1
103554 silly build utf8@2.1.0
103555 info linkStuff utf8@2.1.0
103556 silly linkStuff utf8@2.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103557 verbose linkBins utf8@2.1.0
103558 verbose linkMans utf8@2.1.0
103559 silly build engine.io-parser@1.2.2
103560 info linkStuff engine.io-parser@1.2.2
103561 silly linkStuff engine.io-parser@1.2.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103562 verbose linkBins engine.io-parser@1.2.2
103563 verbose linkMans engine.io-parser@1.2.2
103564 silly build util-deprecate@1.0.2
103565 info linkStuff util-deprecate@1.0.2
103566 silly linkStuff util-deprecate@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103567 verbose linkBins util-deprecate@1.0.2
103568 verbose linkMans util-deprecate@1.0.2
103569 silly build readable-stream@2.0.5
103570 info linkStuff readable-stream@2.0.5
103571 silly linkStuff readable-stream@2.0.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103572 verbose linkBins readable-stream@2.0.5
103573 verbose linkMans readable-stream@2.0.5
103574 silly build readdirp@2.0.0
103575 info linkStuff readdirp@2.0.0
103576 silly linkStuff readdirp@2.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103577 verbose linkBins readdirp@2.0.0
103578 verbose linkMans readdirp@2.0.0
103579 silly build chokidar@1.4.1
103580 info linkStuff chokidar@1.4.1
103581 silly linkStuff chokidar@1.4.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103582 verbose linkBins chokidar@1.4.1
103583 verbose linkMans chokidar@1.4.1
103584 silly build read-all-stream@3.0.1
103585 info linkStuff read-all-stream@3.0.1
103586 silly linkStuff read-all-stream@3.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103587 verbose linkBins read-all-stream@3.0.1
103588 verbose linkMans read-all-stream@3.0.1
103589 silly build ordered-read-streams@0.3.0
103590 info linkStuff ordered-read-streams@0.3.0
103591 silly linkStuff ordered-read-streams@0.3.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103592 verbose linkBins ordered-read-streams@0.3.0
103593 verbose linkMans ordered-read-streams@0.3.0
103594 silly build merge-stream@1.0.0
103595 info linkStuff merge-stream@1.0.0
103596 silly linkStuff merge-stream@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103597 verbose linkBins merge-stream@1.0.0
103598 verbose linkMans merge-stream@1.0.0
103599 silly build duplexer2@0.1.4
103600 info linkStuff duplexer2@0.1.4
103601 silly linkStuff duplexer2@0.1.4 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103602 verbose linkBins duplexer2@0.1.4
103603 verbose linkMans duplexer2@0.1.4
103604 silly build stream-combiner2@1.1.1
103605 info linkStuff stream-combiner2@1.1.1
103606 silly linkStuff stream-combiner2@1.1.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103607 verbose linkBins stream-combiner2@1.1.1
103608 verbose linkMans stream-combiner2@1.1.1
103609 silly build concat-stream@1.5.1
103610 info linkStuff concat-stream@1.5.1
103611 silly linkStuff concat-stream@1.5.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103612 verbose linkBins concat-stream@1.5.1
103613 verbose linkMans concat-stream@1.5.1
103614 silly build spawn-sync@1.0.13
103615 info linkStuff spawn-sync@1.0.13
103616 silly linkStuff spawn-sync@1.0.13 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103617 verbose linkBins spawn-sync@1.0.13
103618 verbose linkMans spawn-sync@1.0.13
103619 silly build cross-spawn@2.1.0
103620 info linkStuff cross-spawn@2.1.0
103621 silly linkStuff cross-spawn@2.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103622 verbose linkBins cross-spawn@2.1.0
103623 verbose linkMans cross-spawn@2.1.0
103624 silly build gzip-size@1.0.0
103625 info linkStuff gzip-size@1.0.0
103626 silly linkStuff gzip-size@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103627 verbose linkBins gzip-size@1.0.0
103628 verbose link bins [ { 'gzip-size': 'cli.js' },
103628 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
103628 verbose link bins   false ]
103629 verbose linkMans gzip-size@1.0.0
103630 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/gzip-size is being purged
103631 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/gzip-size
103632 silly build maxmin@1.1.0
103633 info linkStuff maxmin@1.1.0
103634 silly linkStuff maxmin@1.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103635 verbose linkBins maxmin@1.1.0
103636 verbose linkMans maxmin@1.1.0
103637 silly build grunt-contrib-uglify@0.8.1
103638 info linkStuff grunt-contrib-uglify@0.8.1
103639 silly linkStuff grunt-contrib-uglify@0.8.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103640 verbose linkBins grunt-contrib-uglify@0.8.1
103641 verbose linkMans grunt-contrib-uglify@0.8.1
103642 silly build grunt-contrib-cssmin@0.12.3
103643 info linkStuff grunt-contrib-cssmin@0.12.3
103644 silly linkStuff grunt-contrib-cssmin@0.12.3 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103645 verbose linkBins grunt-contrib-cssmin@0.12.3
103646 verbose linkMans grunt-contrib-cssmin@0.12.3
103647 silly build bl@1.0.0
103648 info linkStuff bl@1.0.0
103649 silly linkStuff bl@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
103650 verbose linkBins bl@1.0.0
103651 verbose linkMans bl@1.0.0
103652 silly build are-we-there-yet@1.0.5
103653 info linkStuff are-we-there-yet@1.0.5
103654 silly linkStuff are-we-there-yet@1.0.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
